episode,epsilon,Q_Up,Q_Down,Q_LEFT,Q_RIGHT,visits
41000,0.5941000000000001,-1323.2949534319466,-48.303095710290776,-14.16843132679482,-7303.384421343396,15302.0
41500,0.5891500000000001,-785.3209972551804,-1040.516076320907,-14.682134980648367,-6816.352062736548,15317.0
42000,0.5842,-517.1831709575827,-1068.7704331178452,-17.78273161024663,-7558.4874745201005,15380.0
42500,0.57925,-420.16429804454754,-1767.6213471767605,-18.601214365893906,-8398.123632032639,15398.0
43000,0.5743,-378.7535093136793,-948.5664264379664,-18.005052251947276,-8421.093567743044,15438.0
43500,0.56935,-700.5569089863636,-378.75846940136654,-16.918269453292766,-7949.536263874588,15476.0
44000,0.5644,-461.70568413946614,-1279.192901957842,-17.663021054320975,-7949.536263874588,15492.0
44500,0.55945,-2662.042982567065,-2495.4953887493302,-18.749702539443426,-8505.211936364574,15540.0
45000,0.5545,-3376.68878414367,-3245.945849874397,-19.79964206282428,-8654.690742728117,15559.0
45500,0.54955,-2527.211641328527,-2136.478287063084,-17.918381060835564,-9205.608336673527,15603.0
46000,0.5446,-1660.2244192923984,-1733.9505411686791,-17.1606209327911,-8285.63526768965,15616.0
46500,0.53965,-1345.9203024647306,-1733.9505411686791,-16.216382388752027,-8285.63526768965,15621.0
47000,0.5347,-982.4764191621988,-1143.8259890758477,-17.95835473135672,-8066.693386084899,15653.0
47500,0.5297499999999999,-717.8161700328736,-1031.3375034103076,-18.367743361253577,-8260.024047476409,15663.0
48000,0.5248,-646.6049896260463,-930.146380205564,-18.937457734608955,-8266.872434790277,15678.0
48500,0.51985,-526.0145004272212,-930.146380205564,-16.73197402419306,-8440.18519131125,15688.0
49000,0.5149,-347.1362637778972,-1581.1027748503973,-16.010445203720444,-8736.550004962111,15715.0
49500,0.50995,-1181.6124092084983,-1424.6858464064508,-16.094434758516723,-8078.129518156294,15721.0
50000,0.505,-959.0693272139401,-1283.8170106823484,-15.148978954977558,-8270.316566340663,15729.0
50500,0.50005,-864.5237322764357,-2155.4353096141135,-12.740785695854308,-8978.639229258499,15754.0
51000,0.4951,-701.24347941021,-2155.4353096141135,-13.176210047387928,-9080.775306332649,15762.0
51500,0.49015,-512.6295934650734,-1575.2223512247697,-13.695852165428274,-9080.775306332649,15774.0
52000,0.48519999999999996,-461.7855826715735,-2833.3676240957157,-12.253902611996738,-9172.697775699384,15788.0
52500,0.48024999999999995,-375.08890478404544,-2297.566082135242,-12.150437423445691,-9457.207010636366,15804.0
53000,0.47529999999999994,-275.22746258499166,-2297.566082135242,-11.842023018405815,-8512.758669851552,15824.0
53500,0.47034999999999993,-182.1377001973651,-1863.6267703852927,-13.674944084126205,-8795.334522579757,15853.0
54000,0.4653999999999999,-182.1377001973651,-1362.3825109797097,-13.321877219979525,-9121.798866960642,15866.0
54500,0.4604499999999999,-149.46470315725506,-2065.9665077268833,-14.74670069657254,-9121.798866960642,15915.0
55000,0.4555,-149.46470315725506,-1676.446437795516,-14.26306089192868,-9288.65708223812,15925.0
55500,0.45055,-1908.974555500111,-1510.3392754597974,-14.52001458417251,-9359.791374014309,15934.0
56000,0.4456,-1908.974555500111,-2224.7585464218855,-13.791267741677936,-9359.791374014309,15940.0
56500,0.4406500000000001,-1908.974555500111,-2703.5538455922706,-14.4785285769005,-8424.273342663933,15951.0
57000,0.4357000000000001,-1547.3121597545564,-2703.5538455922706,-15.16031053030613,-8581.84600839754,15962.0
57500,0.4307500000000001,-1393.1186576461093,-2703.5538455922706,-14.536795125388382,-7725.2874504990705,15969.0
58000,0.42580000000000007,-1393.1186576461093,-2434.6607517614448,-13.3990490220977,-7158.987728887248,15982.0
58500,0.42085000000000006,-1254.4406722798913,-1974.8112648183585,-14.003440086976548,-7698.780060398671,15994.0
59000,0.41590000000000005,-1129.578969542881,-1974.8112648183585,-14.603613085481063,-8136.0118489229235,16004.0
59500,0.41095000000000004,-1129.578969542881,-1974.8112648183585,-14.774320462923187,-8322.41066403063,16007.0
60000,0.406,-1129.578969542881,-1974.8112648183585,-14.859546142460264,-6743.186966752311,16010.0
60500,0.40105,-1129.578969542881,-1974.8112648183585,-14.859546142460264,-6743.186966752311,16010.0
61000,0.3961,-1129.578969542881,-1974.8112648183585,-14.859546142460264,-6743.186966752311,16010.0
61500,0.39115,-1129.578969542881,-1974.8112648183585,-14.859546142460264,-6743.186966752311,16010.0
62000,0.3862,-1017.2070716830982,-1974.8112648183585,-14.859546142460264,-6743.186966752311,16011.0
62500,0.38125,-1017.2070716830982,-1974.8112648183585,-14.859546142460264,-6743.186966752311,16011.0
63000,0.37629999999999997,-1017.2070716830982,-1974.8112648183585,-14.859546142460264,-6743.186966752311,16011.0
63500,0.37134999999999996,-916.112192942289,-1974.8112648183585,-14.944686596317803,-6743.186966752311,16013.0
64000,0.36639999999999995,-916.112192942289,-1974.8112648183585,-14.944686596317803,-6743.186966752311,16013.0
64500,0.36144999999999994,-916.112192942289,-1974.8112648183585,-14.944686596317803,-6743.186966752311,16013.0
65000,0.35650000000000004,-916.112192942289,-1974.8112648183585,-15.029741909721485,-6463.410593073528,16016.0
65500,0.35155000000000003,-825.1254624970825,-1778.926494841136,-15.284397858188308,-6817.069533766175,16022.0
66000,0.3466,-669.5718745549307,-1778.926494841136,-16.629728907124445,-6137.0175862159585,16041.0
66500,0.34165,-669.5718745549307,-1602.8213743489455,-16.280929443711344,-6523.315827594362,16053.0
67000,0.3367,-669.5718745549307,-1602.8213743489455,-16.280929443711344,-6523.315827594362,16053.0
67500,0.33175,-669.5718745549307,-1602.8213743489455,-16.280929443711344,-6523.315827594362,16053.0
68000,0.3268,-669.5718745549307,-1602.8213743489455,-16.280929443711344,-6523.315827594362,16053.0
68500,0.32184999999999997,-669.5718745549307,-1602.8213743489455,-16.280929443711344,-6523.315827594362,16053.0
69000,0.31690000000000007,-669.5718745549307,-1602.8213743489455,-16.280929443711344,-6523.315827594362,16053.0
69500,0.31195000000000006,-669.5718745549307,-1602.8213743489455,-16.280929443711344,-6523.315827594362,16053.0
70000,0.30700000000000005,-603.101464043025,-1602.8213743489455,-15.357314637053076,-6523.315827594362,16058.0
70500,0.30205000000000004,-603.101464043025,-1602.8213743489455,-15.357314637053076,-6523.315827594362,16058.0
71000,0.29710000000000003,-543.4021204883672,-1602.8213743489455,-15.526515365093607,-6870.984244834926,16062.0
71500,0.29215,-543.4021204883672,-1602.8213743489455,-15.526515365093607,-6870.984244834926,16062.0
72000,0.2872,-543.4021204883672,-1602.8213743489455,-15.526515365093607,-6870.984244834926,16062.0
72500,0.28225,-543.4021204883672,-1602.8213743489455,-15.526515365093607,-6870.984244834926,16062.0
73000,0.2773,-543.4021204883672,-1602.8213743489455,-15.526515365093607,-6870.984244834926,16062.0
73500,0.27235,-543.4021204883672,-1602.8213743489455,-15.526515365093607,-6870.984244834926,16062.0
74000,0.26739999999999997,-543.4021204883672,-1602.8213743489455,-15.610988849728514,-7183.885820351434,16064.0
74500,0.26244999999999996,-543.4021204883672,-1602.8213743489455,-14.732651672814699,-7183.885820351434,16066.0
75000,0.25750000000000006,-489.6738502666874,-1602.8213743489455,-14.988198001018622,-7183.885820351434,16070.0
75500,0.25255000000000005,-489.6738502666874,-1602.8213743489455,-14.988198001018622,-7183.885820351434,16070.0
76000,0.24760000000000004,-489.6738502666874,-1602.8213743489455,-14.988198001018622,-7183.885820351434,16070.0
76500,0.24265000000000003,-489.6738502666874,-1602.8213743489455,-14.988198001018622,-7183.885820351434,16070.0
77000,0.23770000000000002,-489.6738502666874,-1602.8213743489455,-15.073209803017603,-7465.49723831629,16072.0
77500,0.23275,-489.6738502666874,-1602.8213743489455,-15.073209803017603,-7465.49723831629,16072.0
78000,0.2278,-489.6738502666874,-1602.8213743489455,-15.073209803017603,-7465.49723831629,16072.0
78500,0.22285,-489.6738502666874,-1602.8213743489455,-15.073209803017603,-7465.49723831629,16072.0
79000,0.21789999999999998,-489.6738502666874,-1602.8213743489455,-15.24297845662137,-7718.947514484661,16075.0
79500,0.21294999999999997,-489.6738502666874,-1602.8213743489455,-15.24297845662137,-7718.947514484661,16075.0
80000,0.20799999999999996,-489.6738502666874,-1602.8213743489455,-15.24297845662137,-7718.947514484661,16075.0
80500,0.20304999999999995,-489.6738502666874,-1602.8213743489455,-15.24297845662137,-7718.947514484661,16075.0
81000,0.19809999999999994,-489.6738502666874,-1602.8213743489455,-15.24297845662137,-7718.947514484661,16075.0
81500,0.19315000000000004,-489.6738502666874,-1602.8213743489455,-15.24297845662137,-7718.947514484661,16075.0
82000,0.18820000000000003,-489.6738502666874,-1602.8213743489455,-15.24297845662137,-7718.947514484661,16075.0
82500,0.18325000000000002,-489.6738502666874,-1602.8213743489455,-15.24297845662137,-7718.947514484661,16075.0
83000,0.17830000000000001,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
83500,0.17335,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
84000,0.1684,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
84500,0.16344999999999998,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
85000,0.15849999999999997,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
85500,0.15355000000000008,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
86000,0.14860000000000007,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
86500,0.14365000000000006,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
87000,0.13870000000000005,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
87500,0.13375000000000004,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
88000,0.12880000000000003,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
88500,0.12385000000000002,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
89000,0.1189,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
89500,0.11395,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
90000,0.10899999999999999,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
90500,0.10404999999999998,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
91000,0.09909999999999997,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
91500,0.09414999999999996,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
92000,0.08919999999999995,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
92500,0.08424999999999994,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
93000,0.07929999999999993,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
93500,0.07434999999999992,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
94000,0.06940000000000002,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
94500,0.06445000000000001,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
95000,0.0595,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
95500,0.0545500000000001,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
96000,0.04960000000000009,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
96500,0.04465000000000008,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
97000,0.03970000000000007,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
97500,0.03475000000000006,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
98000,0.02980000000000005,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
98500,0.02485000000000004,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
99000,0.01990000000000003,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
99500,0.014950000000000019,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
100000,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
100500,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
101000,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
101500,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
102000,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
102500,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
103000,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
103500,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
104000,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
104500,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
105000,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
105500,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
106000,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
106500,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
107000,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
107500,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
108000,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
108500,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
109000,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
109500,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
110000,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
110500,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
111000,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
111500,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
112000,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
112500,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
113000,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
113500,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
114000,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
114500,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
115000,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
115500,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
116000,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
116500,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
117000,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
117500,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
118000,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
118500,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
119000,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
119500,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
120000,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
120500,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
121000,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
121500,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
122000,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
122500,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
123000,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
123500,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
124000,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
124500,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
125000,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
125500,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
126000,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
126500,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
127000,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
127500,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
128000,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
128500,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
129000,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
129500,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
130000,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
130500,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
131000,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
131500,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
132000,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
132500,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
133000,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
133500,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
134000,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
134500,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
135000,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
135500,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
136000,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
136500,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
137000,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
137500,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
138000,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
138500,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
139000,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
139500,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
140000,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
140500,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
141000,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
141500,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
142000,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
142500,0.01,-489.6738502666874,-1602.8213743489455,-14.176475264944765,-7718.947514484661,16076.0
143000,0.01,-489.6738502666874,-1602.8213743489455,-14.99806361408435,-7718.947514484661,16099.0
143500,0.01,-489.6738502666874,-1602.8213743489455,-14.99806361408435,-7718.947514484661,16099.0
144000,0.01,-489.6738502666874,-1602.8213743489455,-14.99806361408435,-7718.947514484661,16099.0
144500,0.01,-489.6738502666874,-1602.8213743489455,-14.99806361408435,-7718.947514484661,16099.0
145000,0.01,-489.6738502666874,-1602.8213743489455,-14.99806361408435,-7718.947514484661,16099.0
145500,0.01,-489.6738502666874,-1602.8213743489455,-14.99806361408435,-7718.947514484661,16099.0
146000,0.01,-489.6738502666874,-1602.8213743489455,-14.99806361408435,-7718.947514484661,16099.0
146500,0.01,-489.6738502666874,-1602.8213743489455,-14.99806361408435,-7718.947514484661,16099.0
147000,0.01,-489.6738502666874,-1602.8213743489455,-14.99806361408435,-7718.947514484661,16099.0
147500,0.01,-489.6738502666874,-1602.8213743489455,-14.99806361408435,-7718.947514484661,16099.0
148000,0.01,-489.6738502666874,-1602.8213743489455,-14.99806361408435,-7718.947514484661,16099.0
148500,0.01,-489.6738502666874,-1602.8213743489455,-14.99806361408435,-7718.947514484661,16099.0
149000,0.01,-489.6738502666874,-1602.8213743489455,-14.99806361408435,-7718.947514484661,16099.0
149500,0.01,-489.6738502666874,-1602.8213743489455,-14.99806361408435,-7718.947514484661,16099.0
